claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023002337,DLR-003,3AKKGLDR4N1137,FLT-0039,DLR-003-TECH-06,2024-09-05,2024-09-05,2024,9,Q3,297496,Western Star 49X,2023,Campaign/Recall,DEF quality warning,1285.41,2.1,262.5,1547.91,1,Recalibrated Oil Cooler. Verified repair and road tested.,Submitted,16,N,,,407,22,CAMP-0008,N,Mobile App
WC-2023002338,DLR-002,3AKLHLDR7Q1096,FLT-0003,DLR-002-TECH-02,2025-12-15,2025-12-11,2025,12,Q4,163803,Freightliner Cascadia,2021,Policy Adjustment,DPF regeneration failure,3435.04,2.2,275.0,3710.04,1,Overhauled Turbocharger Assembly. Verified repair and road tested.,Under Review,23,N,,,-784,15,,Y,Mobile App
WC-2023002339,DLR-018,3AKJGLDR9C1168,FLT-0012,DLR-018-TECH-07,2025-06-24,2025-06-19,2025,6,Q2,415116,Freightliner M2 106,2023,Policy Adjustment,AC not cooling,1730.51,5.7,712.5,2443.01,3,Overhauled Door Latch Assembly. Cleaned and reinstalled Brake Caliper Assembly. Inspected and repaired Fuel Filter Housing. Verified repair and road tested.,Under Review,11,N,,,-148,5,,N,API
WC-2023002340,DLR-005,3AKKGLDR8O1113,FLT-0033,DLR-005-TECH-05,2025-05-18,2025-05-11,2025,5,Q2,446834,Freightliner M2 112,2024,Goodwill,DPF regeneration failure,1447.11,3.4,425.0,1872.11,2,Recalibrated Thermostat Housing. Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Under Review,18,N,,,800,7,,N,Mobile App
WC-2023002341,DLR-015,3AKJGLDR2N1086,FLT-0034,DLR-015-TECH-04,2025-08-12,2025-08-11,2025,8,Q3,66452,Freightliner M2 112,2024,Extended Warranty,Vibration at highway speed,4671.05,8.3,1037.5,5708.55,3,Replaced Air Compressor. Inspected and repaired Turbocharger Assembly. Overhauled Slack Adjuster. Verified repair and road tested.,Approved,31,N,,,1536,9,,Y,API
WC-2023002342,DLR-020,3AKLHLDR9J1097,FLT-0020,DLR-020-TECH-05,2023-12-11,2023-12-04,2023,12,Q4,361975,Freightliner M2 112,2023,Policy Adjustment,Hard starting in cold weather,1996.32,5.2,650.0,2646.32,2,Cleaned and reinstalled Starter Motor. Replaced Alternator Assembly. Verified repair and road tested.,Submitted,29,N,,,1050,11,,N,API
WC-2023002343,DLR-003,3AKKGLDR4N1137,FLT-0039,DLR-003-TECH-05,2025-01-06,2025-01-06,2025,1,Q1,302250,Western Star 49X,2023,Extended Warranty,Brake warning indicator,3604.64,4.1,512.5,4117.14,2,Overhauled NOx Sensor. Cleaned and reinstalled SCR Catalyst. Verified repair and road tested.,Submitted,8,N,,,284,23,,Y,Mobile App
WC-2023002344,DLR-005,3AKJGLDR1R1015,FLT-0037,DLR-005-TECH-03,2023-08-19,2023-08-12,2023,8,Q3,201857,Freightliner Cascadia,2023,Campaign/Recall,ABS fault light,3354.53,7.1,887.5,4242.03,3,Resealed Coolant Pump. Recalibrated Starter Motor. Overhauled Wiring Harness - Engine. Verified repair and road tested.,Rejected,14,N,,,1837,7,CAMP-0007,Y,Mobile App
WC-2023002345,DLR-018,3AKJHLDR7W1017,FLT-0005,DLR-018-TECH-02,2024-04-11,2024-04-07,2024,4,Q2,155310,Freightliner Cascadia,2023,Extended Warranty,Hard starting in cold weather,158.84,1.9,237.5,396.34,1,Cleaned and reinstalled Slack Adjuster. Verified repair and road tested.,Escalated,22,N,,,570,8,,N,PRISM Manual Entry
WC-2023002346,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-10,2025-03-20,2025-03-20,2025,3,Q1,214025,Freightliner 114SD,2024,Extended Warranty,Vibration at highway speed,6809.52,6.3,787.5,7597.02,3,Cleaned and reinstalled Air Compressor. Diagnosed and replaced DPF Filter Element. Inspected and repaired Fuel Injector (each). Verified repair and road tested.,Escalated,26,N,,,789,33,,N,PRISM Manual Entry
WC-2023002347,DLR-019,3AKLGLDR9X1016,FLT-0028,DLR-019-TECH-07,2023-07-16,2023-07-13,2023,7,Q3,354834,Freightliner 114SD,2024,Emissions Warranty,Coolant leak detected,3133.68,5.6,700.0,3833.68,3,Cleaned and reinstalled Brake Caliper Assembly. Cleaned and reinstalled Fuel Injector (each). Resealed NOx Sensor. Verified repair and road tested.,Escalated,40,N,,,1360,14,,N,PRISM Manual Entry
WC-2023002348,DLR-003,3AKLHLDR1E1039,FLT-0030,DLR-003-TECH-03,2023-04-13,2023-04-07,2023,4,Q2,41307,Western Star 47X,2022,Goodwill,Loss of power under load,1567.78,6.3,787.5,2355.28,3,Recalibrated Door Latch Assembly. Replaced Slack Adjuster. Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Escalated,21,N,,,341,25,,N,PRISM Batch Upload
WC-2023002349,DLR-002,3AKLHLDR7Q1096,FLT-0003,DLR-002-TECH-03,2025-08-16,2025-08-12,2025,8,Q3,185605,Freightliner Cascadia,2021,Emissions Warranty,Brake warning indicator,3712.36,4.5,562.5,4274.86,2,Cleaned and reinstalled DPF Filter Element. Diagnosed and replaced Wiring Harness - Engine. Verified repair and road tested.,Under Review,16,N,,,-663,16,,Y,API
WC-2023002350,DLR-015,3AKKGLDR4U1109,FLT-0018,DLR-015-TECH-06,2024-02-22,2024-02-16,2024,2,Q1,70472,Freightliner Cascadia,2024,Base Warranty,Electrical intermittent fault,1858.3,1.7,212.5,2070.8,1,Diagnosed and replaced Wiring Harness - Engine. Verified repair and road tested.,Escalated,35,N,,,1968,9,,N,API
WC-2023002351,DLR-016,3AKKGLDR2J1139,FLT-0039,DLR-016-TECH-05,2025-08-21,2025-08-21,2025,8,Q3,234502,Freightliner Cascadia,2024,Goodwill,Transmission fault code,1741.84,3.7,462.5,2204.34,1,Inspected and repaired Radiator Assembly. Verified repair and road tested.,Escalated,24,N,,,571,5,,N,API
WC-2023002352,DLR-001,3AKKHLDR8M1116,FLT-0002,DLR-001-TECH-07,2024-12-08,2024-12-02,2024,12,Q4,160407,Freightliner 114SD,2024,Base Warranty,Battery not charging,3344.65,3.9,487.5,3832.15,2,Cleaned and reinstalled Cab Air Spring. Recalibrated EGR Cooler Assembly. Verified repair and road tested.,Submitted,33,N,,,544,12,,Y,Mobile App
WC-2023002353,DLR-005,3AKKHLDR8I1026,FLT-0005,DLR-005-TECH-04,2023-08-16,2023-08-11,2023,8,Q3,339236,Western Star 47X,2023,Policy Adjustment,Coolant leak detected,6799.03,3.6,450.0,7249.03,3,Replaced Fuel Injector (each). Cleaned and reinstalled Wiring Harness - Engine. Replaced Driveshaft U-Joint. Verified repair and road tested.,Under Review,7,N,,,1696,9,,N,API
WC-2023002354,DLR-001,3AKKGLDR0S1098,FLT-0039,DLR-001-TECH-10,2025-12-01,2025-11-24,2025,12,Q4,419730,Freightliner 108SD,2023,Campaign/Recall,Oil pressure warning,606.88,2.1,262.5,869.38,1,Overhauled Coolant Pump. Verified repair and road tested.,Approved,10,N,,,-56,18,CAMP-0001,N,Mobile App
WC-2023002355,DLR-013,3AKKGLDR8E1115,FLT-0029,DLR-013-TECH-01,2025-08-17,2025-08-13,2025,8,Q3,279223,Freightliner M2 106,2023,Policy Adjustment,Battery not charging,7291.07,8.2,1025.0,8316.07,3,Inspected and repaired Turbocharger Assembly. Recalibrated Transmission Control Module. Diagnosed and replaced Coolant Pump. Verified repair and road tested.,Submitted,13,N,,,372,18,,Y,API
WC-2023002356,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-01,2024-01-25,2024-01-23,2024,1,Q1,108428,Freightliner Cascadia,2021,Emissions Warranty,ABS fault light,9842.97,8.6,1075.0,10917.97,3,Diagnosed and replaced DEF Dosing Unit. Overhauled Differential Assembly. Recalibrated ECM Module. Verified repair and road tested.,Rejected,29,N,,,276,21,,N,API
WC-2023002357,DLR-016,3AKLGLDR2J1073,FLT-0039,DLR-016-TECH-01,2025-12-27,2025-12-21,2025,12,Q4,304161,Freightliner Cascadia,2022,Base Warranty,Transmission fault code,5522.75,7.2,900.0,6422.75,2,Cleaned and reinstalled DPF Filter Element. Resealed Transmission Control Module. Verified repair and road tested.,Escalated,76,Y,tier2_rogue_tech,tech_labor_inflation,-486,4,,Y,PRISM Batch Upload
WC-2023002358,DLR-010,3AKKHLDR2B1014,FLT-0031,DLR-010-TECH-08,2023-11-11,2023-11-04,2023,11,Q4,195916,Western Star 49X,2024,Base Warranty,Unusual noise from engine bay,2249.97,2.1,262.5,2512.47,1,Overhauled Clutch Assembly. Verified repair and road tested.,Rejected,16,N,,,957,7,,N,PRISM Manual Entry
WC-2023002359,DLR-005,3AKKHLDR2C1138,FLT-0018,DLR-005-TECH-03,2025-06-27,2025-06-23,2025,6,Q2,261972,Freightliner Cascadia,2023,Emissions Warranty,Fuel economy degradation,1941.25,6.6,825.0,2766.25,3,Inspected and repaired Fuel Filter Housing. Replaced NOx Sensor. Cleaned and reinstalled Starter Motor. Verified repair and road tested.,Submitted,5,N,,,326,6,,N,Mobile App
WC-2023002360,DLR-010,3AKLGLDR1U1105,FLT-0021,DLR-010-TECH-09,2024-05-13,2024-05-10,2024,5,Q2,217921,Freightliner 108SD,2023,Base Warranty,ABS fault light,3337.42,5.5,687.5,4024.92,2,Cleaned and reinstalled Clutch Assembly. Cleaned and reinstalled Fan Clutch Assembly. Verified repair and road tested.,Rejected,26,N,,,530,11,,Y,PRISM Manual Entry
WC-2023002361,DLR-005,3AKKHLDR8I1026,FLT-0005,DLR-005-TECH-02,2023-04-19,2023-04-12,2023,4,Q2,331477,Western Star 47X,2023,Extended Warranty,DEF quality warning,3103.14,4.1,512.5,3615.64,1,Recalibrated Transmission Control Module. Verified repair and road tested.,Rejected,8,N,,,1815,10,,Y,PRISM Manual Entry
WC-2023002362,DLR-001,3AKLGLDR1P1029,FLT-0010,DLR-001-TECH-09,2024-11-24,2024-11-22,2024,11,Q4,60649,Freightliner M2 112,2024,Campaign/Recall,DPF regeneration failure,1876.24,1.7,212.5,2088.74,1,Resealed Wiring Harness - Engine. Verified repair and road tested.,Approved,37,N,,,1692,21,CAMP-0010,N,API
WC-2023002363,DLR-016,3AKLHLDR0A1128,FLT-0002,DLR-016-TECH-08,2024-07-17,2024-07-14,2024,7,Q3,18063,Western Star 47X,2022,Base Warranty,ABS fault light,154.07,2.0,250.0,404.07,1,Inspected and repaired Slack Adjuster. Verified repair and road tested.,Escalated,37,N,,,515,8,,N,Mobile App
WC-2023002364,DLR-005,3AKLHLDR6P1025,FLT-0032,DLR-005-TECH-06,2024-02-14,2024-02-13,2024,2,Q1,207267,Western Star 47X,2022,Emissions Warranty,DEF quality warning,6879.77,8.1,1012.5,7892.27,3,Recalibrated Starter Motor. Inspected and repaired SCR Catalyst. Cleaned and reinstalled Transmission Control Module. Verified repair and road tested.,Rejected,25,N,,,259,9,,Y,API
WC-2023002365,DLR-005,3AKLHLDR6P1025,FLT-0032,DLR-005-TECH-04,2024-08-26,2024-08-22,2024,8,Q3,197689,Western Star 47X,2022,Extended Warranty,Hard starting in cold weather,1033.6,4.8,600.0,1633.6,2,Overhauled Fan Clutch Assembly. Inspected and repaired Fuel Filter Housing. Verified repair and road tested.,Submitted,33,N,,,65,10,,N,API
WC-2023002366,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-08,2024-07-05,2024-06-29,2024,7,Q3,39999,Freightliner 114SD,2024,Campaign/Recall,Vibration at highway speed,4403.57,3.3,412.5,4816.07,2,Replaced Thermostat Housing. Inspected and repaired ECM Module. Verified repair and road tested.,Submitted,40,N,,,1023,18,CAMP-0005,Y,Mobile App
WC-2023002367,DLR-017,3AKLHLDR3D1050,FLT-0014,DLR-017-TECH-01,2024-01-24,2024-01-18,2024,1,Q1,409387,Western Star 49X,2024,Policy Adjustment,AC not cooling,5736.38,8.6,1075.0,6811.38,3,Recalibrated Turbocharger Assembly. Diagnosed and replaced Air Compressor. Overhauled Brake Caliper Assembly. Verified repair and road tested.,Submitted,19,N,,,947,9,,N,Mobile App
WC-2023002368,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-02,2024-12-22,2024-12-22,2024,12,Q4,57176,Freightliner 114SD,2024,Goodwill,Hard starting in cold weather,3657.46,3.7,462.5,4119.96,2,Cleaned and reinstalled Brake Caliper Assembly. Diagnosed and replaced Fuel Injector (each). Verified repair and road tested.,Under Review,32,N,,,853,19,,N,PRISM Batch Upload
WC-2023002369,DLR-010,3AKJGLDR9I1035,FLT-0015,DLR-010-TECH-04,2023-04-19,2023-04-17,2023,4,Q2,401422,Freightliner 114SD,2024,Goodwill,Transmission fault code,2477.03,7.4,925.0,3402.03,3,Resealed Slack Adjuster. Replaced Brake Caliper Assembly. Inspected and repaired Alternator Assembly. Verified repair and road tested.,Rejected,5,N,,,1451,8,,N,PRISM Manual Entry
WC-2023002370,DLR-016,3AKJGLDR6A1177,FLT-0013,DLR-016-TECH-01,2025-02-28,2025-02-21,2025,2,Q1,24008,Western Star 49X,2024,Extended Warranty,Battery not charging,7922.62,10.1,1262.5,9185.12,3,Recalibrated Differential Assembly. Overhauled DEF Dosing Unit. Cleaned and reinstalled DPF Filter Element. Verified repair and road tested.,Escalated,73,Y,tier2_rogue_tech,tech_labor_inflation|narrative_inconsistency,794,7,,Y,PRISM Manual Entry
WC-2023002371,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2025-03-11,2025-03-06,2025,3,Q1,358974,Western Star 49X,2024,Campaign/Recall,Brake warning indicator,6165.31,4.4,550.0,6715.31,2,Cleaned and reinstalled Oil Cooler. Diagnosed and replaced Differential Assembly. Verified repair and road tested.,Under Review,25,N,,,1488,38,CAMP-0008,Y,PRISM Batch Upload
WC-2023002372,DLR-015,3AKKGLDR6H1121,FLT-0004,DLR-015-TECH-03,2023-03-03,2023-03-03,2023,3,Q1,463420,Freightliner 108SD,2023,Extended Warranty,Coolant leak detected,722.48,3.7,462.5,1184.98,1,Recalibrated Fan Clutch Assembly. Verified repair and road tested.,Submitted,40,N,,,1184,9,,N,PRISM Manual Entry
WC-2023002373,DLR-018,3AKJHLDR4K1022,FLT-0003,DLR-018-TECH-01,2023-02-28,2023-02-25,2023,2,Q1,343649,Freightliner 114SD,2024,Campaign/Recall,Electrical intermittent fault,9016.31,4.4,550.0,9566.31,2,Diagnosed and replaced Differential Assembly. Replaced ECM Module. Verified repair and road tested.,Submitted,11,N,,,1171,9,CAMP-0005,Y,PRISM Batch Upload
WC-2023002374,DLR-018,3AKJGLDR8O1111,FLT-0031,DLR-018-TECH-03,2023-03-14,2023-03-11,2023,3,Q1,46340,Western Star 47X,2023,Extended Warranty,Excessive exhaust smoke,5766.79,4.1,512.5,6279.29,2,Recalibrated SCR Catalyst. Replaced Turbocharger Assembly. Verified repair and road tested.,Submitted,17,N,,,2041,8,,Y,PRISM Manual Entry
WC-2023002375,DLR-016,3AKJGLDR6A1177,FLT-0013,DLR-016-TECH-05,2024-08-04,2024-08-03,2024,8,Q3,10950,Western Star 49X,2024,Extended Warranty,Overheating at idle,2154.79,1.5,187.5,2342.29,1,Replaced High Pressure Fuel Pump. Verified repair and road tested.,Approved,26,N,,,1002,8,,N,PRISM Batch Upload
WC-2023002376,DLR-016,3AKJGLDR6A1177,FLT-0013,DLR-016-TECH-02,2024-05-27,2024-05-26,2024,5,Q2,8671,Western Star 49X,2024,Base Warranty,Coolant leak detected,3112.61,7.4,925.0,4037.61,3,Resealed High Pressure Fuel Pump. Resealed Fan Clutch Assembly. Recalibrated ABS Sensor. Verified repair and road tested.,Approved,31,N,,,1071,9,,Y,PRISM Manual Entry
WC-2023002377,DLR-001,3AKLGLDR1P1029,FLT-0010,DLR-001-TECH-02,2025-08-18,2025-08-15,2025,8,Q3,36665,Freightliner M2 112,2024,Base Warranty,DEF quality warning,1774.07,4.9,612.5,2386.57,3,Overhauled Fuel Filter Housing. Replaced Alternator Assembly. Diagnosed and replaced Thermostat Housing. Verified repair and road tested.,Escalated,33,N,,,1425,22,,N,Mobile App
WC-2023002378,DLR-016,3AKJHLDR1E1037,FLT-0019,DLR-016-TECH-08,2023-02-20,2023-02-18,2023,2,Q1,34358,Freightliner 114SD,2024,Extended Warranty,Overheating at idle,933.42,3.2,400.0,1333.42,1,Cleaned and reinstalled Air Compressor. Verified repair and road tested.,Under Review,12,N,,,1613,11,,N,API
WC-2023002379,DLR-019,3AKLHLDR9B1088,FLT-0010,DLR-019-TECH-07,2025-10-16,2025-10-14,2025,10,Q4,341439,Western Star 49X,2024,Goodwill,Turbo boost pressure low,3223.77,5.4,675.0,3898.77,3,Overhauled Fan Clutch Assembly. Resealed High Pressure Fuel Pump. Inspected and repaired Cab Air Spring. Verified repair and road tested.,Escalated,22,N,,,530,18,,Y,API
WC-2023002380,DLR-016,3AKLHLDR7K1027,FLT-0023,DLR-016-TECH-06,2023-02-27,2023-02-25,2023,2,Q1,145869,Western Star 49X,2023,Goodwill,DPF regeneration failure,4292.18,3.6,450.0,4742.18,2,Cleaned and reinstalled ECM Module. Overhauled Cab Air Spring. Verified repair and road tested.,Submitted,27,N,,,1237,8,,Y,PRISM Batch Upload
WC-2023002381,DLR-011,3AKKHLDR2M1140,FLT-0039,DLR-011-TECH-01,2025-12-16,2025-12-16,2025,12,Q4,180877,Freightliner M2 106,2022,Goodwill,Battery not charging,2534.17,1.9,237.5,2771.67,1,Replaced Clutch Assembly. Verified repair and road tested.,Under Review,26,N,,,-468,11,,N,PRISM Batch Upload
WC-2023002382,DLR-008,3AKJGLDR7U1167,FLT-0032,DLR-008-TECH-04,2025-07-18,2025-07-13,2025,7,Q3,172592,Freightliner 108SD,2023,Extended Warranty,Coolant leak detected,2916.47,4.7,587.5,3503.97,2,Inspected and repaired EGR Cooler Assembly. Resealed Thermostat Housing. Verified repair and road tested.,Rejected,9,N,,,456,17,,Y,Mobile App
WC-2023002383,DLR-005,3AKKGLDR8Y1066,FLT-0010,DLR-005-TECH-04,2023-01-06,2023-01-04,2023,1,Q1,171997,Freightliner Cascadia,2024,Base Warranty,Oil pressure warning,3275.67,2.4,300.0,3575.67,1,Replaced Turbocharger Assembly. Verified repair and road tested.,Submitted,36,N,,,2473,7,,Y,Mobile App
WC-2023002384,DLR-002,3AKLHLDR7Q1096,FLT-0003,DLR-002-TECH-11,2025-12-26,2025-12-25,2025,12,Q4,182246,Freightliner Cascadia,2021,Campaign/Recall,Fan clutch not engaging,5523.11,6.5,812.5,6335.61,3,Resealed High Pressure Fuel Pump. Resealed Transmission Control Module. Overhauled Driveshaft U-Joint. Verified repair and road tested.,Submitted,16,N,,,-795,17,CAMP-0002,Y,Mobile App
WC-2023002385,DLR-013,3AKKGLDR7D1145,FLT-0030,DLR-013-TECH-01,2023-07-05,2023-07-05,2023,7,Q3,81327,Freightliner M2 106,2023,Campaign/Recall,DPF regeneration failure,4162.11,4.7,587.5,4749.61,2,Overhauled Wiring Harness - Engine. Overhauled DPF Filter Element. Verified repair and road tested.,Escalated,65,Y,tier1_systematic,subtle_labor_inflation|subtle_parts_inflation,1801,20,CAMP-0006,Y,Mobile App
WC-2023002386,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-13,2025-09-05,2025-09-02,2025,9,Q3,213468,Freightliner 114SD,2024,Campaign/Recall,ABS fault light,4611.4,3.3,412.5,5023.9,2,Recalibrated ECM Module. Resealed Thermostat Housing. Verified repair and road tested.,Approved,30,N,,,620,34,CAMP-0005,N,PRISM Manual Entry
WC-2023002387,DLR-012,3AKKHLDR0U1074,FLT-0005,DLR-012-TECH-07,2024-02-25,2024-02-24,2024,2,Q1,427630,Western Star 49X,2023,Campaign/Recall,Loss of power under load,2447.67,7.1,887.5,3335.17,3,Replaced Fan Clutch Assembly. Resealed Battery Disconnect Switch. Recalibrated DEF Dosing Unit. Verified repair and road tested.,Escalated,13,N,,,883,14,CAMP-0015,N,PRISM Manual Entry
WC-2023002388,DLR-012,3AKJHLDR0S1094,FLT-0026,DLR-012-TECH-01,2024-09-26,2024-09-19,2024,9,Q3,26127,Freightliner M2 106,2022,Campaign/Recall,Vibration at highway speed,1196.63,2.5,312.5,1509.13,1,Cleaned and reinstalled Oil Cooler. Verified repair and road tested.,Approved,37,N,,,429,16,CAMP-0006,N,PRISM Batch Upload
WC-2023002389,DLR-005,3AKJGLDR1R1015,FLT-0037,DLR-005-TECH-02,2024-05-27,2024-05-24,2024,5,Q2,203404,Freightliner Cascadia,2023,Campaign/Recall,Overheating at idle,4374.73,3.3,412.5,4787.23,2,Recalibrated Driveshaft U-Joint. Inspected and repaired ECM Module. Verified repair and road tested.,Under Review,38,N,,,1555,8,CAMP-0005,Y,PRISM Manual Entry
WC-2023002390,DLR-018,3AKJHLDR6W1085,FLT-0009,DLR-018-TECH-12,2025-03-18,2025-03-14,2025,3,Q1,62432,Freightliner 108SD,2023,Campaign/Recall,Coolant leak detected,2266.52,5.6,700.0,2966.52,2,Resealed Starter Motor. Diagnosed and replaced DEF Dosing Unit. Verified repair and road tested.,Rejected,22,N,,,1312,7,CAMP-0001,N,PRISM Manual Entry
WC-2023002391,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-04,2025-08-13,2025-08-13,2025,8,Q3,99094,Freightliner Cascadia,2021,Goodwill,Electrical intermittent fault,2686.52,7.8,975.0,3661.52,3,Inspected and repaired Starter Motor. Cleaned and reinstalled Oil Cooler. Inspected and repaired Coolant Pump. Verified repair and road tested.,Submitted,40,N,,,-290,22,,N,Mobile App
WC-2023002392,DLR-015,3AKKHLDR1U1061,FLT-0003,DLR-015-TECH-02,2024-01-24,2024-01-17,2024,1,Q1,255954,Freightliner M2 112,2024,Campaign/Recall,Loss of power under load,236.85,1.3,162.5,399.35,1,Inspected and repaired Battery Disconnect Switch. Verified repair and road tested.,Submitted,38,N,,,1200,7,CAMP-0004,N,Mobile App
WC-2023002393,DLR-012,3AKJHLDR0S1094,FLT-0026,DLR-012-TECH-11,2024-11-27,2024-11-20,2024,11,Q4,39769,Freightliner M2 106,2022,Goodwill,Excessive exhaust smoke,2143.37,4.6,575.0,2718.37,2,Resealed Radiator Assembly. Resealed Thermostat Housing. Verified repair and road tested.,Submitted,21,N,,,367,17,,N,PRISM Manual Entry
WC-2023002394,DLR-010,3AKLGLDR1U1105,FLT-0021,DLR-010-TECH-07,2024-04-26,2024-04-20,2024,4,Q2,211449,Freightliner 108SD,2023,Campaign/Recall,Oil pressure warning,639.15,2.0,250.0,889.15,1,Resealed Coolant Pump. Verified repair and road tested.,Submitted,26,N,,,547,12,CAMP-0001,N,API
WC-2023002395,DLR-017,3AKLHLDR3D1050,FLT-0014,DLR-017-TECH-10,2025-02-12,2025-02-05,2025,2,Q1,421315,Western Star 49X,2024,Policy Adjustment,DPF regeneration failure,3561.91,9.3,1162.5,4724.41,3,Replaced Intercooler. Diagnosed and replaced Alternator Assembly. Diagnosed and replaced Air Compressor. Verified repair and road tested.,Submitted,40,N,,,562,10,,Y,Mobile App
WC-2023002396,DLR-014,3AKKGLDR1Y1143,FLT-0035,DLR-014-TECH-06,2024-06-24,2024-06-19,2024,6,Q2,336072,Freightliner 114SD,2024,Campaign/Recall,Turbo boost pressure low,4781.14,7.1,887.5,5668.64,3,Inspected and repaired Battery Disconnect Switch. Overhauled ECM Module. Overhauled ABS Sensor. Verified repair and road tested.,Rejected,16,N,,,1797,6,CAMP-0005,Y,PRISM Manual Entry
WC-2023002397,DLR-008,3AKKGLDR8H1018,FLT-0017,DLR-008-TECH-02,2023-11-04,2023-11-01,2023,11,Q4,73749,Freightliner Cascadia,2022,Goodwill,DPF regeneration failure,270.4,0.7,87.5,357.9,1,Resealed Driveshaft U-Joint. Verified repair and road tested.,Submitted,22,N,,,148,16,,N,API
WC-2023002398,DLR-010,3AKLGLDR2Y1157,FLT-0019,DLR-010-TECH-07,2025-03-12,2025-03-06,2025,3,Q1,54658,Western Star 47X,2023,Extended Warranty,Oil pressure warning,1596.58,5.8,725.0,2321.58,3,Replaced Driveshaft U-Joint. Cleaned and reinstalled Brake Caliper Assembly. Diagnosed and replaced ABS Sensor. Verified repair and road tested.,Rejected,12,N,,,1236,12,,N,PRISM Batch Upload
WC-2023002399,DLR-001,3AKKHLDR5S1131,FLT-0011,DLR-001-TECH-10,2023-01-28,2023-01-24,2023,1,Q1,358688,Freightliner Cascadia,2021,Extended Warranty,Loss of power under load,4156.79,4.9,612.5,4769.29,2,Cleaned and reinstalled DEF Dosing Unit. Resealed SCR Catalyst. Verified repair and road tested.,Rejected,14,N,,,63,13,,Y,API
WC-2023002400,DLR-015,3AKJHLDR9F1173,FLT-0033,DLR-015-TECH-04,2024-01-13,2024-01-08,2024,1,Q1,369115,Freightliner M2 112,2024,Policy Adjustment,Unusual noise from engine bay,279.29,1.1,137.5,416.79,1,Cleaned and reinstalled Thermostat Housing. Verified repair and road tested.,Rejected,29,N,,,1997,7,,N,API
WC-2023002401,DLR-017,3AKKHLDR7R1187,FLT-0016,DLR-017-TECH-12,2024-07-23,2024-07-16,2024,7,Q3,218577,Western Star 47X,2022,Campaign/Recall,Battery not charging,588.54,6.1,762.5,1351.04,3,Overhauled Battery Disconnect Switch. Cleaned and reinstalled Slack Adjuster. Cleaned and reinstalled ABS Sensor. Verified repair and road tested.,Rejected,12,N,,,462,14,CAMP-0002,N,PRISM Manual Entry
WC-2023002402,DLR-014,3AKJHLDR4O1181,FLT-0008,DLR-014-TECH-01,2025-10-28,2025-10-22,2025,10,Q4,416646,Freightliner M2 106,2023,Goodwill,Coolant leak detected,1061.99,2.5,312.5,1374.49,1,Replaced Alternator Assembly. Verified repair and road tested.,Approved,30,N,,,-129,6,,N,API
WC-2023002403,DLR-009,3AKKGLDR8D1069,FLT-0004,DLR-009-TECH-04,2025-08-14,2025-08-11,2025,8,Q3,259727,Freightliner 114SD,2024,Policy Adjustment,Fuel economy degradation,343.61,1.5,187.5,531.11,1,Overhauled Fuel Filter Housing. Verified repair and road tested.,Escalated,18,N,,,675,34,,N,Mobile App
WC-2023002404,DLR-018,3AKLHLDR5F1189,FLT-0004,DLR-018-TECH-07,2025-08-19,2025-08-17,2025,8,Q3,353226,Freightliner M2 106,2022,Goodwill,Turbo boost pressure low,1240.91,6.8,850.0,2090.91,3,Overhauled Door Latch Assembly. Recalibrated Fan Clutch Assembly. Resealed Battery Disconnect Switch. Verified repair and road tested.,Under Review,31,N,,,619,6,,N,PRISM Batch Upload
WC-2023002405,DLR-019,3AKJHLDR8O1112,FLT-0035,DLR-019-TECH-05,2025-02-17,2025-02-14,2025,2,Q1,66817,Freightliner Cascadia,2024,Base Warranty,Oil pressure warning,3064.81,6.9,862.5,3927.31,3,Recalibrated DPF Filter Element. Diagnosed and replaced Door Latch Assembly. Resealed Starter Motor. Verified repair and road tested.,Approved,36,N,,,822,15,,N,API
WC-2023002406,DLR-014,3AKLHLDR0F1051,FLT-0036,DLR-014-TECH-06,2023-12-10,2023-12-03,2023,12,Q4,1000,Freightliner 108SD,2023,Goodwill,DEF quality warning,953.0,3.9,487.5,1440.5,1,Cleaned and reinstalled Air Compressor. Verified repair and road tested.,Submitted,24,N,,,951,8,,N,Mobile App
